Day, Date, Deposits, Earnings, Reinvest 100%, Total Earnings, Cash Out, Balance,
37,12 Dec 2023,"₹0.00","₹0.00","₹154,563.40","₹154,563.40","₹1,650,197.43","₹0.00","₹1,700,197.43",
38,13 Dec 2023,"₹0.00","₹0.00","₹170,019.74","₹170,019.74","₹1,820,217.17","₹0.00","₹1,870,217.17",
39,14 Dec 2023,"₹0.00","₹0.00","₹187,021.72","₹187,021.72","₹2,007,238.89","₹0.00","₹2,057,238.89",
40,15 Dec 2023,"₹0.00","₹0.00","₹205,723.89","₹205,723.89","₹2,212,962.78","₹0.00","₹2,262,962.78",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
41,18 Dec 2023,"₹0.00","₹0.00","₹226,296.28","₹226,296.28","₹2,439,259.06","₹0.00","₹2,489,259.06",
42,19 Dec 2023,"₹0.00","₹0.00","₹248,925.91","₹248,925.91","₹2,688,184.96","₹0.00","₹2,738,184.96",
43,20 Dec 2023,"₹0.00","₹0.00","₹273,818.50","₹273,818.50","₹2,962,003.46","₹0.00","₹3,012,003.46",
44,21 Dec 2023,"₹0.00","₹0.00","₹301,200.35","₹301,200.35","₹3,263,203.80","₹0.00","₹3,313,203.80",
45,22 Dec 2023,"₹0.00","₹0.00","₹331,320.38","₹331,320.38","₹3,594,524.18","₹0.00","₹3,644,524.18",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
46,25 Dec 2023,"₹0.00","₹0.00","₹364,452.42","₹364,452.42","₹3,958,976.60","₹0.00","₹4,008,976.60",
47,26 Dec 2023,"₹0.00","₹0.00","₹400,897.66","₹400,897.66","₹4,359,874.26","₹0.00","₹4,409,874.26",
48,27 Dec 2023,"₹0.00","₹0.00","₹440,987.43","₹440,987.43","₹4,800,861.69","₹0.00","₹4,850,861.69",
49,28 Dec 2023,"₹0.00","₹0.00","₹485,086.17","₹485,086.17","₹5,285,947.86","₹0.00","₹5,335,947.86",
50,29 Dec 2023,"₹0.00","₹0.00","₹533,594.79","₹533,594.79","₹5,819,542.64","₹0.00","₹5,869,542.64",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
51,01 Jan 2024,"₹0.00","₹0.00","₹586,954.26","₹586,954.26","₹6,406,496.91","₹0.00","₹6,456,496.91",
52,02 Jan 2024,"₹0.00","₹0.00","₹645,649.69","₹645,649.69","₹7,052,146.60","₹0.00","₹7,102,146.60",
53,03 Jan 2024,"₹0.00","₹0.00","₹710,214.66","₹710,214.66","₹7,762,361.26","₹0.00","₹7,812,361.26",
54,04 Jan 2024,"₹0.00","₹0.00","₹781,236.13","₹781,236.13","₹8,543,597.39","₹0.00","₹8,593,597.39",
55,05 Jan 2024,"₹0.00","₹0.00","₹859,359.74","₹859,359.74","₹9,402,957.12","₹0.00","₹9,452,957.12",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
56,08 Jan 2024,"₹0.00","₹0.00","₹945,295.71","₹945,295.71","₹10,348,252.84","₹0.00","₹10,398,252.84",
57,09 Jan 2024,"₹0.00","₹0.00","₹1,039,825.28","₹1,039,825.28","₹11,388,078.12","₹0.00","₹11,438,078.12",
58,10 Jan 2024,"₹0.00","₹0.00","₹1,143,807.81","₹1,143,807.81","₹12,531,885.93","₹0.00","₹12,581,885.93",
59,11 Jan 2024,"₹0.00","₹0.00","₹1,258,188.59","₹1,258,188.59","₹13,790,074.52","₹0.00","₹13,840,074.52",
60,12 Jan 2024,"₹0.00","₹0.00","₹1,384,007.45","₹1,384,007.45","₹15,174,081.98","₹0.00","₹15,224,081.98",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
61,15 Jan 2024,"₹0.00","₹0.00","₹1,522,408.20","₹1,522,408.20","₹16,696,490.17","₹0.00","₹16,746,490.17",
62,16 Jan 2024,"₹0.00","₹0.00","₹1,674,649.02","₹1,674,649.02","₹18,371,139.19","₹0.00","₹18,421,139.19",
63,17 Jan 2024,"₹0.00","₹0.00","₹1,842,113.92","₹1,842,113.92","₹20,213,253.11","₹0.00","₹20,263,253.11",
64,18 Jan 2024,"₹0.00","₹0.00","₹2,026,325.31","₹2,026,325.31","₹22,239,578.42","₹0.00","₹22,289,578.42",
65,19 Jan 2024,"₹0.00","₹0.00","₹2,228,957.84","₹2,228,957.84","₹24,468,536.26","₹0.00","₹24,518,536.26",
Day excluded,,,,,,,,
Day excluded,,,,,,,,
66,22 Jan 2024,"₹0.00","₹0.00","₹2,451,853.63","₹2,451,853.63","₹26,920,389.89","₹0.00","₹26,970,389.89",
Total,,"₹0.00",,,"₹26,920,389.89","₹0.00","₹26,970,389.89",

Week end,Deposit,Withdrawal,Earnings,Reinvest (100%),Total Earnings,Cash out,Balance,
29 Oct '23,₹0.00,₹0.00,"₹30,525.50","₹30,525.50","₹30,525.50",₹0.00,"₹80,525.50",
05 Nov '23,₹0.00,₹0.00,"₹49,161.62","₹49,161.62","₹79,687.12",₹0.00,"₹129,687.12",
12 Nov '23,₹0.00,₹0.00,"₹79,175.29","₹79,175.29","₹158,862.41",₹0.00,"₹208,862.41",
19 Nov '23,₹0.00,₹0.00,"₹127,512.59","₹127,512.59","₹286,375.00",₹0.00,"₹336,375.00",
26 Nov '23,₹0.00,₹0.00,"₹205,360.30","₹205,360.30","₹491,735.30",₹0.00,"₹541,735.30",
03 Dec '23,₹0.00,₹0.00,"₹330,734.82","₹330,734.82","₹822,470.11",₹0.00,"₹872,470.11",
10 Dec '23,₹0.00,₹0.00,"₹532,651.73","₹532,651.73","₹1,355,121.84",₹0.00,"₹1,405,121.84",
17 Dec '23,₹0.00,₹0.00,"₹857,840.94","₹857,840.94","₹2,212,962.78",₹0.00,"₹2,262,962.78",
24 Dec '23,₹0.00,₹0.00,"₹1,381,561.41","₹1,381,561.41","₹3,594,524.18",₹0.00,"₹3,644,524.18",
31 Dec '23,₹0.00,₹0.00,"₹2,225,018.46","₹2,225,018.46","₹5,819,542.64",₹0.00,"₹5,869,542.64",
07 Jan '24,₹0.00,₹0.00,"₹3,583,414.48","₹3,583,414.48","₹9,402,957.12",₹0.00,"₹9,452,957.12",
14 Jan '24,₹0.00,₹0.00,"₹5,771,124.85","₹5,771,124.85","₹15,174,081.98",₹0.00,"₹15,224,081.98",
21 Jan '24,₹0.00,₹0.00,"₹9,294,454.29","₹9,294,454.29","₹24,468,536.26",₹0.00,"₹24,518,536.26",
22 Jan '24,₹0.00,₹0.00,"₹2,451,853.63","₹2,451,853.63","₹26,920,389.89",₹0.00,"₹26,970,389.89",
Total,₹0.00,₹0.00,"₹26,920,389.89","₹26,920,389.89","₹26,920,389.89",₹0.00,"₹26,970,389.89",


Month,Deposit,Withdrawal,Earnings,Reinvest (100%),Total Earnings,Cash out,Balance,
Oct 2023*,₹0.00,₹0.00,"₹47,435.86","₹47,435.86","₹47,435.86",₹0.00,"₹97,435.86",
Nov 2023,₹0.00,₹0.00,"₹695,718.79","₹695,718.79","₹743,154.65",₹0.00,"₹793,154.65",
Dec 2023,₹0.00,₹0.00,"₹5,076,388.00","₹5,076,388.00","₹5,819,542.64",₹0.00,"₹5,869,542.64",
Jan 2024*,₹0.00,₹0.00,"₹21,100,847.25","₹21,100,847.25","₹26,920,389.89",₹0.00,"₹26,970,389.89",
Total,₹0.00,₹0.00,"₹26,920,389.89","₹26,920,389.89","₹26,920,389.89",₹0.00,"₹26,970,389.89",


Year,Deposit,Withdrawal,Earnings,Reinvest (100%),Total Earnings,Cash out,Balance,
2023*,₹0.00,₹0.00,"₹5,819,542.64","₹5,819,542.64","₹5,819,542.64",₹0.00,"₹5,869,542.64",
2024*,₹0.00,₹0.00,"₹21,100,847.25","₹21,100,847.25","₹26,920,389.89",₹0.00,"₹26,970,389.89",
Total,₹0.00,₹0.00,"₹26,920,389.89","₹26,920,389.89","₹26,920,389.89",₹0.00,"₹26,970,389.89",
